#BLOCK:          ACTUAL_TE:             TE_AVE:              ERROR:
   6101      -3.3620179e+00      -3.3625894e+00       4.4902998e-05
   6102      -3.3618990e+00      -3.3625893e+00       4.4895781e-05
   6103      -3.3622342e+00      -3.3625892e+00       4.4888463e-05
   6104      -3.3624194e+00      -3.3625892e+00       4.4881117e-05
   6105      -3.3626057e+00      -3.3625892e+00       4.4873766e-05
   6106      -3.3624905e+00      -3.3625892e+00       4.4866420e-05
   6107      -3.3626783e+00      -3.3625892e+00       4.4859075e-05
   6108      -3.3624125e+00      -3.3625892e+00       4.4851740e-05
   6109      -3.3622981e+00      -3.3625891e+00       4.4844424e-05
   6110      -3.3623352e+00      -3.3625891e+00       4.4837103e-05
   6111      -3.3625238e+00      -3.3625891e+00       4.4829768e-05
   6112      -3.3622593e+00      -3.3625890e+00       4.4822465e-05
   6113      -3.3619944e+00      -3.3625889e+00       4.4815239e-05
   6114      -3.3620314e+00      -3.3625888e+00       4.4808001e-05
   6115      -3.3620685e+00      -3.3625887e+00       4.4800755e-05
   6116      -3.3621048e+00      -3.3625886e+00       4.4793499e-05
   6117      -3.3619895e+00      -3.3625885e+00       4.4786284e-05
   6118      -3.3620244e+00      -3.3625885e+00       4.4779058e-05
   6119      -3.3619074e+00      -3.3625883e+00       4.4771878e-05
   6120      -3.3619406e+00      -3.3625882e+00       4.4764688e-05
   6121      -3.3621242e+00      -3.3625882e+00       4.4757439e-05
   6122      -3.3620044e+00      -3.3625881e+00       4.4750229e-05
   6123      -3.3621853e+00      -3.3625880e+00       4.4742969e-05
   6124      -3.3623651e+00      -3.3625880e+00       4.4735678e-05
   6125      -3.3623934e+00      -3.3625879e+00       4.4728385e-05
   6126      -3.3625712e+00      -3.3625879e+00       4.4721084e-05
   6127      -3.3627476e+00      -3.3625880e+00       4.4713793e-05
   6128      -3.3630740e+00      -3.3625880e+00       4.4706566e-05
   6129      -3.3638524e+00      -3.3625882e+00       4.4699748e-05
   6130      -3.3638740e+00      -3.3625885e+00       4.4692948e-05
   6131      -3.3643469e+00      -3.3625887e+00       4.4686579e-05
   6132      -3.3643643e+00      -3.3625890e+00       4.4680229e-05
   6133      -3.3642286e+00      -3.3625893e+00       4.4673744e-05
   6134      -3.3646958e+00      -3.3625896e+00       4.4667781e-05
   6135      -3.3645578e+00      -3.3625900e+00       4.4661652e-05
   6136      -3.3642674e+00      -3.3625902e+00       4.4655210e-05
   6137      -3.3642763e+00      -3.3625905e+00       4.4648779e-05
   6138      -3.3642828e+00      -3.3625908e+00       4.4642356e-05
   6139      -3.3642869e+00      -3.3625911e+00       4.4635939e-05
   6140      -3.3644401e+00      -3.3625914e+00       4.4629685e-05
   6141      -3.3645912e+00      -3.3625917e+00       4.4623606e-05
   6142      -3.3642873e+00      -3.3625920e+00       4.4617194e-05
   6143      -3.3644352e+00      -3.3625923e+00       4.4610940e-05
   6144      -3.3647312e+00      -3.3625926e+00       4.4605038e-05
   6145      -3.3647226e+00      -3.3625930e+00       4.4599126e-05
   6146      -3.3650136e+00      -3.3625934e+00       4.4593608e-05
   6147      -3.3651514e+00      -3.3625938e+00       4.4588295e-05
   6148      -3.3651357e+00      -3.3625942e+00       4.4582960e-05
   6149      -3.3654199e+00      -3.3625946e+00       4.4578078e-05
   6150      -3.3652487e+00      -3.3625951e+00       4.4572918e-05
   6151      -3.3650762e+00      -3.3625955e+00       4.4567497e-05
   6152      -3.3645988e+00      -3.3625958e+00       4.4561442e-05
   6153      -3.3645724e+00      -3.3625961e+00       4.4555358e-05
   6154      -3.3645434e+00      -3.3625964e+00       4.4549241e-05
   6155      -3.3645122e+00      -3.3625968e+00       4.4543091e-05
   6156      -3.3643281e+00      -3.3625970e+00       4.4536743e-05
   6157      -3.3644444e+00      -3.3625973e+00       4.4530520e-05
   6158      -3.3644071e+00      -3.3625976e+00       4.4524258e-05
   6159      -3.3646703e+00      -3.3625980e+00       4.4518301e-05
   6160      -3.3647812e+00      -3.3625983e+00       4.4512485e-05
   6161      -3.3648902e+00      -3.3625987e+00       4.4506814e-05
   6162      -3.3643941e+00      -3.3625990e+00       4.4500545e-05
   6163      -3.3641982e+00      -3.3625992e+00       4.4494081e-05
   6164      -3.3643016e+00      -3.3625995e+00       4.4487720e-05
   6165      -3.3645546e+00      -3.3625998e+00       4.4481634e-05
   6166      -3.3645042e+00      -3.3626001e+00       4.4475492e-05
   6167      -3.3641506e+00      -3.3626004e+00       4.4468991e-05
   6168      -3.3640982e+00      -3.3626006e+00       4.4462444e-05
   6169      -3.3641957e+00      -3.3626009e+00       4.4455989e-05
   6170      -3.3642919e+00      -3.3626012e+00       4.4449628e-05
   6171      -3.3639345e+00      -3.3626014e+00       4.4442950e-05
   6172      -3.3638783e+00      -3.3626016e+00       4.4436231e-05
   6173      -3.3639723e+00      -3.3626018e+00       4.4429587e-05
   6174      -3.3637648e+00      -3.3626020e+00       4.4422790e-05
   6175      -3.3635562e+00      -3.3626022e+00       4.4415865e-05
   6176      -3.3638005e+00      -3.3626024e+00       4.4409097e-05
   6177      -3.3635919e+00      -3.3626025e+00       4.4402197e-05
   6178      -3.3633831e+00      -3.3626026e+00       4.4395189e-05
   6179      -3.3637785e+00      -3.3626028e+00       4.4388412e-05
   6180      -3.3634188e+00      -3.3626030e+00       4.4381426e-05
   6181      -3.3636633e+00      -3.3626031e+00       4.4374577e-05
   6182      -3.3640593e+00      -3.3626034e+00       4.4368025e-05
   6183      -3.3640019e+00      -3.3626036e+00       4.4361425e-05
   6184      -3.3640961e+00      -3.3626038e+00       4.4354908e-05
   6185      -3.3643428e+00      -3.3626041e+00       4.4348628e-05
   6186      -3.3642879e+00      -3.3626044e+00       4.4342294e-05
   6187      -3.3643847e+00      -3.3626047e+00       4.4336061e-05
   6188      -3.3641802e+00      -3.3626049e+00       4.4329627e-05
   6189      -3.3641285e+00      -3.3626052e+00       4.4323148e-05
   6190      -3.3643800e+00      -3.3626055e+00       4.4316915e-05
   6191      -3.3643296e+00      -3.3626057e+00       4.4310632e-05
   6192      -3.3641296e+00      -3.3626060e+00       4.4304159e-05
   6193      -3.3640820e+00      -3.3626062e+00       4.4297646e-05
   6194      -3.3640353e+00      -3.3626065e+00       4.4291095e-05
   6195      -3.3642932e+00      -3.3626067e+00       4.4284783e-05
   6196      -3.3640988e+00      -3.3626070e+00       4.4278290e-05
   6197      -3.3640563e+00      -3.3626072e+00       4.4271762e-05
   6198      -3.3641673e+00      -3.3626075e+00       4.4265335e-05
   6199      -3.3642807e+00      -3.3626077e+00       4.4259017e-05
   6200      -3.3645462e+00      -3.3626080e+00       4.4252983e-05
   6201      -3.3646616e+00      -3.3626084e+00       4.4247086e-05
   6202      -3.3647782e+00      -3.3626087e+00       4.4241335e-05
   6203      -3.3647453e+00      -3.3626091e+00       4.4235543e-05
   6204      -3.3645634e+00      -3.3626094e+00       4.4229535e-05
   6205      -3.3645340e+00      -3.3626097e+00       4.4223494e-05
   6206      -3.3645062e+00      -3.3626100e+00       4.4217424e-05
   6207      -3.3644807e+00      -3.3626103e+00       4.4211327e-05
   6208      -3.3644574e+00      -3.3626106e+00       4.4205207e-05
   6209      -3.3645868e+00      -3.3626109e+00       4.4199233e-05
   6210      -3.3644148e+00      -3.3626112e+00       4.4193070e-05
   6211      -3.3640943e+00      -3.3626114e+00       4.4186600e-05
   6212      -3.3645312e+00      -3.3626117e+00       4.4180568e-05
   6213      -3.3646673e+00      -3.3626121e+00       4.4174695e-05
   6214      -3.3648044e+00      -3.3626124e+00       4.4168995e-05
   6215      -3.3649434e+00      -3.3626128e+00       4.4163481e-05
   6216      -3.3649335e+00      -3.3626132e+00       4.4157954e-05
   6217      -3.3650756e+00      -3.3626136e+00       4.4152628e-05
   6218      -3.3649171e+00      -3.3626139e+00       4.4147081e-05
   6219      -3.3649109e+00      -3.3626143e+00       4.4141527e-05
   6220      -3.3650571e+00      -3.3626147e+00       4.4136177e-05
   6221      -3.3650537e+00      -3.3626151e+00       4.4130824e-05
   6222      -3.3652031e+00      -3.3626155e+00       4.4125691e-05
   6223      -3.3653542e+00      -3.3626160e+00       4.4120795e-05
   6224      -3.3655064e+00      -3.3626164e+00       4.4116150e-05
   6225      -3.3655087e+00      -3.3626169e+00       4.4111510e-05
   6226      -3.3652102e+00      -3.3626173e+00       4.4106391e-05
   6227      -3.3652152e+00      -3.3626177e+00       4.4101281e-05
   6228      -3.3650709e+00      -3.3626181e+00       4.4095959e-05
   6229      -3.3653808e+00      -3.3626186e+00       4.4091110e-05
   6230      -3.3655410e+00      -3.3626190e+00       4.4086529e-05
   6231      -3.3657018e+00      -3.3626195e+00       4.4082229e-05
   6232      -3.3655618e+00      -3.3626200e+00       4.4077684e-05
   6233      -3.3654229e+00      -3.3626204e+00       4.4072906e-05
   6234      -3.3652856e+00      -3.3626209e+00       4.4067910e-05
   6235      -3.3654512e+00      -3.3626213e+00       4.4063180e-05
   6236      -3.3656176e+00      -3.3626218e+00       4.4058733e-05
   6237      -3.3651808e+00      -3.3626222e+00       4.4053580e-05
   6238      -3.3653491e+00      -3.3626227e+00       4.4048686e-05
   6239      -3.3653671e+00      -3.3626231e+00       4.4043822e-05
   6240      -3.3653863e+00      -3.3626235e+00       4.4038990e-05
   6241      -3.3655577e+00      -3.3626240e+00       4.4034443e-05
   6242      -3.3657302e+00      -3.3626245e+00       4.4030200e-05
   6243      -3.3660548e+00      -3.3626251e+00       4.4026576e-05
   6244      -3.3660778e+00      -3.3626256e+00       4.4022997e-05
   6245      -3.3659501e+00      -3.3626261e+00       4.4019167e-05
   6246      -3.3659744e+00      -3.3626267e+00       4.4015383e-05
   6247      -3.3658480e+00      -3.3626272e+00       4.4011358e-05
   6248      -3.3661759e+00      -3.3626278e+00       4.4007978e-05
   6249      -3.3663537e+00      -3.3626284e+00       4.4004975e-05
   6250      -3.3662301e+00      -3.3626289e+00       4.4001707e-05
   6251      -3.3659565e+00      -3.3626295e+00       4.3997888e-05
   6252      -3.3653823e+00      -3.3626299e+00       4.3993054e-05
   6253      -3.3654125e+00      -3.3626303e+00       4.3988269e-05
   6254      -3.3654434e+00      -3.3626308e+00       4.3983535e-05
   6255      -3.3656264e+00      -3.3626313e+00       4.3979110e-05
   6256      -3.3656595e+00      -3.3626318e+00       4.3974744e-05
   6257      -3.3659952e+00      -3.3626323e+00       4.3971001e-05
   6258      -3.3658784e+00      -3.3626328e+00       4.3967034e-05
   6259      -3.3662157e+00      -3.3626334e+00       4.3963736e-05
   6260      -3.3668559e+00      -3.3626341e+00       4.3961887e-05
   6261      -3.3667413e+00      -3.3626347e+00       4.3959760e-05
   6262      -3.3669295e+00      -3.3626354e+00       4.3958090e-05
   6263      -3.3669678e+00      -3.3626361e+00       4.3956513e-05
   6264      -3.3674601e+00      -3.3626369e+00       4.3956242e-05
   6265      -3.3679539e+00      -3.3626377e+00       4.3957418e-05
   6266      -3.3681464e+00      -3.3626386e+00       4.3959193e-05
   6267      -3.3678858e+00      -3.3626394e+00       4.3960152e-05
   6268      -3.3685326e+00      -3.3626404e+00       4.3963191e-05
   6269      -3.3688776e+00      -3.3626414e+00       4.3967435e-05
   6270      -3.3690716e+00      -3.3626424e+00       4.3972382e-05
   6271      -3.3688134e+00      -3.3626434e+00       4.3976380e-05
   6272      -3.3688580e+00      -3.3626444e+00       4.3980529e-05
   6273      -3.3689029e+00      -3.3626454e+00       4.3984833e-05
   6274      -3.3689487e+00      -3.3626464e+00       4.3989295e-05
   6275      -3.3689948e+00      -3.3626474e+00       4.3993917e-05
   6276      -3.3690415e+00      -3.3626484e+00       4.3998703e-05
   6277      -3.3690898e+00      -3.3626494e+00       4.4003659e-05
   6278      -3.3692894e+00      -3.3626505e+00       4.4009359e-05
   6279      -3.3691869e+00      -3.3626515e+00       4.4014660e-05
   6280      -3.3693867e+00      -3.3626526e+00       4.4020715e-05
   6281      -3.3692850e+00      -3.3626537e+00       4.4026370e-05
   6282      -3.3688819e+00      -3.3626546e+00       4.4030523e-05
   6283      -3.3687808e+00      -3.3626556e+00       4.4034310e-05
   6284      -3.3688302e+00      -3.3626566e+00       4.4038264e-05
   6285      -3.3687284e+00      -3.3626576e+00       4.4041852e-05
   6286      -3.3692321e+00      -3.3626586e+00       4.4047263e-05
   6287      -3.3691313e+00      -3.3626596e+00       4.4052287e-05
   6288      -3.3690295e+00      -3.3626607e+00       4.4056927e-05
   6289      -3.3689266e+00      -3.3626617e+00       4.4061186e-05
   6290      -3.3692775e+00      -3.3626627e+00       4.4066734e-05
   6291      -3.3694765e+00      -3.3626638e+00       4.4073037e-05
   6292      -3.3695238e+00      -3.3626649e+00       4.4079516e-05
   6293      -3.3697213e+00      -3.3626660e+00       4.4086772e-05
   6294      -3.3697668e+00      -3.3626671e+00       4.4094200e-05
   6295      -3.3695091e+00      -3.3626682e+00       4.4100589e-05
   6296      -3.3692510e+00      -3.3626693e+00       4.4105977e-05
   6297      -3.3694448e+00      -3.3626703e+00       4.4112095e-05
   6298      -3.3694861e+00      -3.3626714e+00       4.4118364e-05
   6299      -3.3695265e+00      -3.3626725e+00       4.4124781e-05
   6300      -3.3697173e+00      -3.3626736e+00       4.4131944e-05
   6301      -3.3694537e+00      -3.3626747e+00       4.4138056e-05
   6302      -3.3694904e+00      -3.3626758e+00       4.4144301e-05
   6303      -3.3695255e+00      -3.3626769e+00       4.4150672e-05
   6304      -3.3692577e+00      -3.3626779e+00       4.4156008e-05
   6305      -3.3691402e+00      -3.3626789e+00       4.4160899e-05
   6306      -3.3688697e+00      -3.3626799e+00       4.4164807e-05
   6307      -3.3688997e+00      -3.3626809e+00       4.4168813e-05
   6308      -3.3693817e+00      -3.3626820e+00       4.4174583e-05
   6309      -3.3692583e+00      -3.3626830e+00       4.4179878e-05
   6310      -3.3689825e+00      -3.3626840e+00       4.4184155e-05
   6311      -3.3691588e+00      -3.3626850e+00       4.4189063e-05
   6312      -3.3690314e+00      -3.3626860e+00       4.4193499e-05
   6313      -3.3690535e+00      -3.3626871e+00       4.4198007e-05
   6314      -3.3690746e+00      -3.3626881e+00       4.4202584e-05
   6315      -3.3689440e+00      -3.3626891e+00       4.4206684e-05
   6316      -3.3685100e+00      -3.3626900e+00       4.4209291e-05
   6317      -3.3685283e+00      -3.3626909e+00       4.4211952e-05
   6318      -3.3680926e+00      -3.3626918e+00       4.4213220e-05
   6319      -3.3684120e+00      -3.3626927e+00       4.4215489e-05
   6320      -3.3685797e+00      -3.3626936e+00       4.4218304e-05
   6321      -3.3688979e+00      -3.3626946e+00       4.4222201e-05
   6322      -3.3693668e+00      -3.3626956e+00       4.4227799e-05
   6323      -3.3695330e+00      -3.3626967e+00       4.4234021e-05
   6324      -3.3696983e+00      -3.3626978e+00       4.4240880e-05
   6325      -3.3697128e+00      -3.3626989e+00       4.4247785e-05
   6326      -3.3697273e+00      -3.3627000e+00       4.4254737e-05
   6327      -3.3697414e+00      -3.3627011e+00       4.4261734e-05
   6328      -3.3699069e+00      -3.3627023e+00       4.4269384e-05
   6329      -3.3697712e+00      -3.3627034e+00       4.4276477e-05
   6330      -3.3700897e+00      -3.3627046e+00       4.4284855e-05
   6331      -3.3702571e+00      -3.3627058e+00       4.4293925e-05
   6332      -3.3702736e+00      -3.3627070e+00       4.4303052e-05
   6333      -3.3702906e+00      -3.3627082e+00       4.4312237e-05
   6334      -3.3704598e+00      -3.3627094e+00       4.4322137e-05
   6335      -3.3703280e+00      -3.3627106e+00       4.4331453e-05
   6336      -3.3700458e+00      -3.3627117e+00       4.4339570e-05
   6337      -3.3702180e+00      -3.3627129e+00       4.4348393e-05
   6338      -3.3703911e+00      -3.3627141e+00       4.4357939e-05
   6339      -3.3702632e+00      -3.3627153e+00       4.4366925e-05
