#BLOCK:           ACTUAL_P:              P_AVE:              ERROR:
   6623       9.1641259e-01       9.0501521e-01       1.0535095e-03
   6624       9.1646266e-01       9.0501694e-01       1.0533519e-03
   6625       9.1648167e-01       9.0501867e-01       1.0531943e-03
   6626       9.1647055e-01       9.0502040e-01       1.0530368e-03
   6627       9.1643050e-01       9.0502212e-01       1.0528793e-03
   6628       9.1636077e-01       9.0502383e-01       1.0527218e-03
   6629       9.1626478e-01       9.0502552e-01       1.0525644e-03
   6630       9.1614599e-01       9.0502720e-01       1.0524070e-03
   6631       9.1599674e-01       9.0502886e-01       1.0522496e-03
   6632       9.1583201e-01       9.0503048e-01       1.0520921e-03
   6633       9.1564487e-01       9.0503208e-01       1.0519348e-03
   6634       9.1543911e-01       9.0503365e-01       1.0517774e-03
   6635       9.1521354e-01       9.0503519e-01       1.0516200e-03
   6636       9.1496975e-01       9.0503668e-01       1.0514625e-03
   6637       9.1472044e-01       9.0503814e-01       1.0513051e-03
   6638       9.1445570e-01       9.0503956e-01       1.0511477e-03
   6639       9.1417930e-01       9.0504094e-01       1.0509903e-03
   6640       9.1388389e-01       9.0504227e-01       1.0508329e-03
   6641       9.1359357e-01       9.0504356e-01       1.0506754e-03
   6642       9.1328542e-01       9.0504480e-01       1.0505180e-03
   6643       9.1298086e-01       9.0504599e-01       1.0503605e-03
   6644       9.1267464e-01       9.0504714e-01       1.0502030e-03
   6645       9.1236161e-01       9.0504824e-01       1.0500456e-03
   6646       9.1204787e-01       9.0504930e-01       1.0498881e-03
   6647       9.1173692e-01       9.0505030e-01       1.0497306e-03
   6648       9.1142554e-01       9.0505126e-01       1.0495732e-03
   6649       9.1111754e-01       9.0505217e-01       1.0494157e-03
   6650       9.1081427e-01       9.0505304e-01       1.0492583e-03
   6651       9.1051939e-01       9.0505386e-01       1.0491008e-03
   6652       9.1022789e-01       9.0505464e-01       1.0489434e-03
   6653       9.0994980e-01       9.0505538e-01       1.0487860e-03
   6654       9.0967942e-01       9.0505607e-01       1.0486286e-03
   6655       9.0941794e-01       9.0505673e-01       1.0484712e-03
   6656       9.0917328e-01       9.0505734e-01       1.0483139e-03
   6657       9.0893994e-01       9.0505793e-01       1.0481566e-03
   6658       9.0872361e-01       9.0505848e-01       1.0479993e-03
   6659       9.0851423e-01       9.0505900e-01       1.0478420e-03
   6660       9.0832629e-01       9.0505949e-01       1.0476848e-03
   6661       9.0815872e-01       9.0505995e-01       1.0475276e-03
   6662       9.0800981e-01       9.0506040e-01       1.0473705e-03
   6663       9.0788034e-01       9.0506082e-01       1.0472134e-03
   6664       9.0777331e-01       9.0506123e-01       1.0470563e-03
   6665       9.0769606e-01       9.0506162e-01       1.0468993e-03
   6666       9.0763223e-01       9.0506201e-01       1.0467423e-03
   6667       9.0758679e-01       9.0506239e-01       1.0465854e-03
   6668       9.0756626e-01       9.0506276e-01       1.0464285e-03
   6669       9.0756878e-01       9.0506314e-01       1.0462717e-03
   6670       9.0759047e-01       9.0506352e-01       1.0461149e-03
   6671       9.0764305e-01       9.0506390e-01       1.0459581e-03
   6672       9.0772233e-01       9.0506430e-01       1.0458014e-03
   6673       9.0781967e-01       9.0506471e-01       1.0456448e-03
   6674       9.0794847e-01       9.0506515e-01       1.0454882e-03
   6675       9.0809754e-01       9.0506560e-01       1.0453317e-03
   6676       9.0826908e-01       9.0506608e-01       1.0451752e-03
   6677       9.0846528e-01       9.0506659e-01       1.0450188e-03
   6678       9.0869066e-01       9.0506713e-01       1.0448624e-03
   6679       9.0894080e-01       9.0506771e-01       1.0447062e-03
   6680       9.0921764e-01       9.0506833e-01       1.0445500e-03
   6681       9.0951171e-01       9.0506900e-01       1.0443938e-03
   6682       9.0983171e-01       9.0506971e-01       1.0442378e-03
   6683       9.1017519e-01       9.0507047e-01       1.0440818e-03
   6684       9.1053465e-01       9.0507129e-01       1.0439259e-03
   6685       9.1092293e-01       9.0507217e-01       1.0437701e-03
   6686       9.1133715e-01       9.0507310e-01       1.0436144e-03
   6687       9.1176729e-01       9.0507411e-01       1.0434588e-03
   6688       9.1221941e-01       9.0507517e-01       1.0433034e-03
   6689       9.1268846e-01       9.0507631e-01       1.0431480e-03
   6690       9.1317557e-01       9.0507752e-01       1.0429928e-03
   6691       9.1367937e-01       9.0507881e-01       1.0428377e-03
   6692       9.1419880e-01       9.0508017e-01       1.0426828e-03
   6693       9.1473276e-01       9.0508161e-01       1.0425280e-03
   6694       9.1528008e-01       9.0508314e-01       1.0423733e-03
   6695       9.1584175e-01       9.0508474e-01       1.0422189e-03
   6696       9.1641440e-01       9.0508644e-01       1.0420646e-03
   6697       9.1699675e-01       9.0508821e-01       1.0419105e-03
   6698       9.1758561e-01       9.0509008e-01       1.0417566e-03
   6699       9.1817950e-01       9.0509203e-01       1.0416030e-03
   6700       9.1878539e-01       9.0509408e-01       1.0414495e-03
   6701       9.1939312e-01       9.0509621e-01       1.0412963e-03
   6702       9.2000349e-01       9.0509844e-01       1.0411433e-03
   6703       9.2061471e-01       9.0510075e-01       1.0409905e-03
   6704       9.2121831e-01       9.0510316e-01       1.0408380e-03
   6705       9.2182178e-01       9.0510565e-01       1.0406858e-03
   6706       9.2242132e-01       9.0510823e-01       1.0405338e-03
   6707       9.2301947e-01       9.0511090e-01       1.0403821e-03
   6708       9.2361251e-01       9.0511366e-01       1.0402306e-03
   6709       9.2419217e-01       9.0511650e-01       1.0400795e-03
   6710       9.2476308e-01       9.0511943e-01       1.0399286e-03
   6711       9.2531679e-01       9.0512244e-01       1.0397780e-03
   6712       9.2586058e-01       9.0512553e-01       1.0396277e-03
   6713       9.2638815e-01       9.0512870e-01       1.0394776e-03
   6714       9.2689796e-01       9.0513194e-01       1.0393279e-03
   6715       9.2738645e-01       9.0513525e-01       1.0391784e-03
   6716       9.2785401e-01       9.0513864e-01       1.0390291e-03
   6717       9.2829622e-01       9.0514208e-01       1.0388802e-03
   6718       9.2871346e-01       9.0514559e-01       1.0387315e-03
   6719       9.2909967e-01       9.0514916e-01       1.0385830e-03
   6720       9.2947123e-01       9.0515278e-01       1.0384347e-03
   6721       9.2980442e-01       9.0515645e-01       1.0382867e-03
   6722       9.3010831e-01       9.0516016e-01       1.0381389e-03
   6723       9.3038109e-01       9.0516391e-01       1.0379912e-03
   6724       9.3061003e-01       9.0516769e-01       1.0378438e-03
   6725       9.3080936e-01       9.0517151e-01       1.0376964e-03
   6726       9.3097102e-01       9.0517534e-01       1.0375493e-03
   6727       9.3109314e-01       9.0517919e-01       1.0374022e-03
   6728       9.3117848e-01       9.0518306e-01       1.0372552e-03
   6729       9.3121470e-01       9.0518693e-01       1.0371082e-03
   6730       9.3120719e-01       9.0519079e-01       1.0369614e-03
   6731       9.3115280e-01       9.0519465e-01       1.0368145e-03
   6732       9.3106378e-01       9.0519849e-01       1.0366676e-03
   6733       9.3091858e-01       9.0520231e-01       1.0365206e-03
   6734       9.3073428e-01       9.0520611e-01       1.0363737e-03
   6735       9.3049420e-01       9.0520986e-01       1.0362266e-03
   6736       9.3020563e-01       9.0521357e-01       1.0360794e-03
   6737       9.2986287e-01       9.0521723e-01       1.0359321e-03
   6738       9.2946754e-01       9.0522083e-01       1.0357846e-03
   6739       9.2902563e-01       9.0522436e-01       1.0356369e-03
   6740       9.2852534e-01       9.0522782e-01       1.0354890e-03
   6741       9.2797263e-01       9.0523119e-01       1.0353409e-03
   6742       9.2736009e-01       9.0523447e-01       1.0351925e-03
   6743       9.2668960e-01       9.0523766e-01       1.0350439e-03
   6744       9.2596517e-01       9.0524073e-01       1.0348950e-03
   6745       9.2519091e-01       9.0524369e-01       1.0347458e-03
   6746       9.2435355e-01       9.0524652e-01       1.0345963e-03
   6747       9.2346001e-01       9.0524922e-01       1.0344465e-03
   6748       9.2251011e-01       9.0525178e-01       1.0342963e-03
   6749       9.2150154e-01       9.0525419e-01       1.0341459e-03
   6750       9.2043692e-01       9.0525643e-01       1.0339951e-03
   6751       9.1931900e-01       9.0525852e-01       1.0338440e-03
   6752       9.1815048e-01       9.0526043e-01       1.0336927e-03
   6753       9.1692808e-01       9.0526216e-01       1.0335411e-03
   6754       9.1565060e-01       9.0526369e-01       1.0333892e-03
   6755       9.1431628e-01       9.0526503e-01       1.0332371e-03
   6756       9.1293063e-01       9.0526617e-01       1.0330848e-03
   6757       9.1149933e-01       9.0526709e-01       1.0329323e-03
   6758       9.1002143e-01       9.0526779e-01       1.0327797e-03
   6759       9.0849173e-01       9.0526827e-01       1.0326270e-03
   6760       9.0691643e-01       9.0526851e-01       1.0324743e-03
   6761       9.0529946e-01       9.0526852e-01       1.0323215e-03
   6762       9.0363823e-01       9.0526828e-01       1.0321689e-03
   6763       9.0193724e-01       9.0526779e-01       1.0320164e-03
   6764       9.0019684e-01       9.0526704e-01       1.0318641e-03
   6765       8.9842147e-01       9.0526602e-01       1.0317121e-03
   6766       8.9661566e-01       9.0526475e-01       1.0315604e-03
   6767       8.9478228e-01       9.0526320e-01       1.0314091e-03
   6768       8.9292384e-01       9.0526137e-01       1.0312583e-03
   6769       8.9103437e-01       9.0525927e-01       1.0311081e-03
   6770       8.8913256e-01       9.0525689e-01       1.0309586e-03
   6771       8.8719921e-01       9.0525422e-01       1.0308097e-03
   6772       8.8525791e-01       9.0525127e-01       1.0306618e-03
   6773       8.8330747e-01       9.0524803e-01       1.0305147e-03
   6774       8.8134675e-01       9.0524450e-01       1.0303686e-03
   6775       8.7937730e-01       9.0524068e-01       1.0302236e-03
   6776       8.7741179e-01       9.0523658e-01       1.0300797e-03
   6777       8.7545648e-01       9.0523218e-01       1.0299371e-03
   6778       8.7349972e-01       9.0522750e-01       1.0297958e-03
   6779       8.7155630e-01       9.0522253e-01       1.0296559e-03
   6780       8.6962574e-01       9.0521728e-01       1.0295174e-03
   6781       8.6771676e-01       9.0521175e-01       1.0293804e-03
   6782       8.6583545e-01       9.0520595e-01       1.0292450e-03
   6783       8.6397676e-01       9.0519987e-01       1.0291112e-03
   6784       8.6215145e-01       9.0519352e-01       1.0289791e-03
   6785       8.6035901e-01       9.0518692e-01       1.0288486e-03
   6786       8.5860567e-01       9.0518005e-01       1.0287199e-03
   6787       8.5690210e-01       9.0517294e-01       1.0285929e-03
   6788       8.5524124e-01       9.0516558e-01       1.0284677e-03
   6789       8.5362687e-01       9.0515799e-01       1.0283442e-03
   6790       8.5207138e-01       9.0515017e-01       1.0282225e-03
   6791       8.5057158e-01       9.0514213e-01       1.0281025e-03
   6792       8.4913787e-01       9.0513389e-01       1.0279842e-03
   6793       8.4776456e-01       9.0512544e-01       1.0278676e-03
   6794       8.4646114e-01       9.0511681e-01       1.0277525e-03
   6795       8.4522645e-01       9.0510800e-01       1.0276391e-03
   6796       8.4406753e-01       9.0509901e-01       1.0275271e-03
   6797       8.4298644e-01       9.0508988e-01       1.0274166e-03
   6798       8.4198106e-01       9.0508059e-01       1.0273074e-03
   6799       8.4104914e-01       9.0507117e-01       1.0271995e-03
   6800       8.4020591e-01       9.0506164e-01       1.0270927e-03
   6801       8.3944372e-01       9.0505199e-01       1.0269870e-03
   6802       8.3876580e-01       9.0504224e-01       1.0268822e-03
   6803       8.3817300e-01       9.0503241e-01       1.0267783e-03
   6804       8.3766593e-01       9.0502251e-01       1.0266752e-03
   6805       8.3724522e-01       9.0501255e-01       1.0265726e-03
   6806       8.3690424e-01       9.0500254e-01       1.0264705e-03
   6807       8.3665635e-01       9.0499250e-01       1.0263688e-03
   6808       8.3648994e-01       9.0498244e-01       1.0262674e-03
   6809       8.3641059e-01       9.0497237e-01       1.0261661e-03
   6810       8.3641963e-01       9.0496230e-01       1.0260648e-03
   6811       8.3651344e-01       9.0495225e-01       1.0259634e-03
   6812       8.3668824e-01       9.0494223e-01       1.0258617e-03
   6813       8.3694022e-01       9.0493225e-01       1.0257597e-03
   6814       8.3726752e-01       9.0492232e-01       1.0256572e-03
   6815       8.3767013e-01       9.0491245e-01       1.0255542e-03
   6816       8.3814768e-01       9.0490266e-01       1.0254505e-03
   6817       8.3869060e-01       9.0489295e-01       1.0253461e-03
   6818       8.3930508e-01       9.0488333e-01       1.0252408e-03
   6819       8.3998164e-01       9.0487381e-01       1.0251346e-03
   6820       8.4071712e-01       9.0486440e-01       1.0250275e-03
   6821       8.4151270e-01       9.0485511e-01       1.0249193e-03
   6822       8.4235826e-01       9.0484595e-01       1.0248100e-03
   6823       8.4326390e-01       9.0483693e-01       1.0246995e-03
   6824       8.4421295e-01       9.0482804e-01       1.0245879e-03
   6825       8.4520844e-01       9.0481931e-01       1.0244750e-03
   6826       8.4624482e-01       9.0481073e-01       1.0243608e-03
   6827       8.4731876e-01       9.0480230e-01       1.0242454e-03
   6828       8.4842887e-01       9.0479405e-01       1.0241287e-03
   6829       8.4956489e-01       9.0478596e-01       1.0240106e-03
   6830       8.5072778e-01       9.0477805e-01       1.0238913e-03
   6831       8.5191619e-01       9.0477031e-01       1.0237706e-03
   6832       8.5312676e-01       9.0476275e-01       1.0236487e-03
   6833       8.5435187e-01       9.0475537e-01       1.0235255e-03
   6834       8.5558812e-01       9.0474818e-01       1.0234010e-03
