#BLOCK:          ACTUAL_KE:             KE_AVE:              ERROR:
   6472       1.7432164e+00       1.6769708e+00       2.2242590e-03
   6473       1.7416156e+00       1.6769808e+00       2.2239378e-03
   6474       1.7399892e+00       1.6769905e+00       2.2236155e-03
   6475       1.7383379e+00       1.6770000e+00       2.2232923e-03
   6476       1.7366630e+00       1.6770092e+00       2.2229681e-03
   6477       1.7349653e+00       1.6770181e+00       2.2226429e-03
   6478       1.7332455e+00       1.6770268e+00       2.2223167e-03
   6479       1.7315051e+00       1.6770352e+00       2.2219896e-03
   6480       1.7297448e+00       1.6770434e+00       2.2216616e-03
   6481       1.7279649e+00       1.6770512e+00       2.2213327e-03
   6482       1.7261661e+00       1.6770588e+00       2.2210029e-03
   6483       1.7243490e+00       1.6770661e+00       2.2206723e-03
   6484       1.7225148e+00       1.6770731e+00       2.2203409e-03
   6485       1.7206648e+00       1.6770798e+00       2.2200087e-03
   6486       1.7187992e+00       1.6770862e+00       2.2196757e-03
   6487       1.7169180e+00       1.6770924e+00       2.2193421e-03
   6488       1.7150227e+00       1.6770982e+00       2.2190077e-03
   6489       1.7131140e+00       1.6771038e+00       2.2186727e-03
   6490       1.7111925e+00       1.6771090e+00       2.2183370e-03
   6491       1.7092590e+00       1.6771140e+00       2.2180008e-03
   6492       1.7073135e+00       1.6771186e+00       2.2176640e-03
   6493       1.7053567e+00       1.6771230e+00       2.2173267e-03
   6494       1.7033898e+00       1.6771270e+00       2.2169890e-03
   6495       1.7014133e+00       1.6771308e+00       2.2166508e-03
   6496       1.6994276e+00       1.6771342e+00       2.2163122e-03
   6497       1.6974336e+00       1.6771373e+00       2.2159733e-03
   6498       1.6954323e+00       1.6771401e+00       2.2156341e-03
   6499       1.6934244e+00       1.6771426e+00       2.2152946e-03
   6500       1.6914106e+00       1.6771448e+00       2.2149548e-03
   6501       1.6893921e+00       1.6771467e+00       2.2146149e-03
   6502       1.6873699e+00       1.6771483e+00       2.2142749e-03
   6503       1.6853450e+00       1.6771496e+00       2.2139347e-03
   6504       1.6833187e+00       1.6771505e+00       2.2135946e-03
   6505       1.6812917e+00       1.6771511e+00       2.2132544e-03
   6506       1.6792645e+00       1.6771515e+00       2.2129142e-03
   6507       1.6772379e+00       1.6771515e+00       2.2125741e-03
   6508       1.6752134e+00       1.6771512e+00       2.2122342e-03
   6509       1.6731921e+00       1.6771506e+00       2.2118944e-03
   6510       1.6711745e+00       1.6771497e+00       2.2115548e-03
   6511       1.6691619e+00       1.6771484e+00       2.2112155e-03
   6512       1.6671556e+00       1.6771469e+00       2.2108764e-03
   6513       1.6651564e+00       1.6771451e+00       2.2105377e-03
   6514       1.6631658e+00       1.6771429e+00       2.2101994e-03
   6515       1.6611850e+00       1.6771405e+00       2.2098615e-03
   6516       1.6592152e+00       1.6771377e+00       2.2095241e-03
   6517       1.6572575e+00       1.6771347e+00       2.2091872e-03
   6518       1.6553140e+00       1.6771313e+00       2.2088508e-03
   6519       1.6533860e+00       1.6771277e+00       2.2085149e-03
   6520       1.6514744e+00       1.6771237e+00       2.2081797e-03
   6521       1.6495816e+00       1.6771195e+00       2.2078451e-03
   6522       1.6477086e+00       1.6771150e+00       2.2075112e-03
   6523       1.6458564e+00       1.6771102e+00       2.2071780e-03
   6524       1.6440265e+00       1.6771051e+00       2.2068455e-03
   6525       1.6422200e+00       1.6770998e+00       2.2065138e-03
   6526       1.6404386e+00       1.6770942e+00       2.2061828e-03
   6527       1.6386840e+00       1.6770883e+00       2.2058527e-03
   6528       1.6369590e+00       1.6770821e+00       2.2055233e-03
   6529       1.6352654e+00       1.6770757e+00       2.2051948e-03
   6530       1.6336044e+00       1.6770691e+00       2.2048672e-03
   6531       1.6319784e+00       1.6770622e+00       2.2045404e-03
   6532       1.6303892e+00       1.6770550e+00       2.2042144e-03
   6533       1.6288391e+00       1.6770477e+00       2.2038894e-03
   6534       1.6273301e+00       1.6770400e+00       2.2035652e-03
   6535       1.6258645e+00       1.6770322e+00       2.2032420e-03
   6536       1.6244456e+00       1.6770242e+00       2.2029196e-03
   6537       1.6230751e+00       1.6770159e+00       2.2025980e-03
   6538       1.6217548e+00       1.6770075e+00       2.2022774e-03
   6539       1.6204877e+00       1.6769988e+00       2.2019575e-03
   6540       1.6192768e+00       1.6769900e+00       2.2016385e-03
   6541       1.6181242e+00       1.6769810e+00       2.2013203e-03
   6542       1.6170331e+00       1.6769718e+00       2.2010029e-03
   6543       1.6160058e+00       1.6769625e+00       2.2006862e-03
   6544       1.6150445e+00       1.6769530e+00       2.2003703e-03
   6545       1.6141516e+00       1.6769435e+00       2.2000550e-03
   6546       1.6133300e+00       1.6769337e+00       2.1997404e-03
   6547       1.6125823e+00       1.6769239e+00       2.1994264e-03
   6548       1.6119116e+00       1.6769140e+00       2.1991129e-03
   6549       1.6113201e+00       1.6769040e+00       2.1987999e-03
   6550       1.6108100e+00       1.6768939e+00       2.1984873e-03
   6551       1.6103837e+00       1.6768837e+00       2.1981752e-03
   6552       1.6100432e+00       1.6768735e+00       2.1978634e-03
   6553       1.6097911e+00       1.6768633e+00       2.1975518e-03
   6554       1.6096295e+00       1.6768530e+00       2.1972405e-03
   6555       1.6095598e+00       1.6768428e+00       2.1969292e-03
   6556       1.6095838e+00       1.6768325e+00       2.1966181e-03
   6557       1.6097027e+00       1.6768223e+00       2.1963069e-03
   6558       1.6099173e+00       1.6768121e+00       2.1959957e-03
   6559       1.6102285e+00       1.6768019e+00       2.1956844e-03
   6560       1.6106375e+00       1.6767918e+00       2.1953728e-03
   6561       1.6111446e+00       1.6767818e+00       2.1950610e-03
   6562       1.6117498e+00       1.6767719e+00       2.1947489e-03
   6563       1.6124526e+00       1.6767621e+00       2.1944364e-03
   6564       1.6132533e+00       1.6767524e+00       2.1941234e-03
   6565       1.6141511e+00       1.6767429e+00       2.1938099e-03
   6566       1.6151439e+00       1.6767335e+00       2.1934958e-03
   6567       1.6162304e+00       1.6767243e+00       2.1931812e-03
   6568       1.6174091e+00       1.6767153e+00       2.1928658e-03
   6569       1.6186771e+00       1.6767064e+00       2.1925498e-03
   6570       1.6200319e+00       1.6766978e+00       2.1922331e-03
   6571       1.6214707e+00       1.6766894e+00       2.1919156e-03
   6572       1.6229906e+00       1.6766812e+00       2.1915973e-03
   6573       1.6245883e+00       1.6766733e+00       2.1912782e-03
   6574       1.6262595e+00       1.6766656e+00       2.1909583e-03
   6575       1.6280002e+00       1.6766582e+00       2.1906375e-03
   6576       1.6298063e+00       1.6766511e+00       2.1903160e-03
   6577       1.6316730e+00       1.6766443e+00       2.1899936e-03
   6578       1.6335956e+00       1.6766377e+00       2.1896705e-03
   6579       1.6355689e+00       1.6766315e+00       2.1893466e-03
   6580       1.6375875e+00       1.6766255e+00       2.1890219e-03
   6581       1.6396465e+00       1.6766199e+00       2.1886965e-03
   6582       1.6417410e+00       1.6766146e+00       2.1883703e-03
   6583       1.6438649e+00       1.6766097e+00       2.1880436e-03
   6584       1.6460126e+00       1.6766050e+00       2.1877162e-03
   6585       1.6481783e+00       1.6766007e+00       2.1873882e-03
   6586       1.6503563e+00       1.6765967e+00       2.1870597e-03
   6587       1.6525412e+00       1.6765931e+00       2.1867307e-03
   6588       1.6547273e+00       1.6765897e+00       2.1864013e-03
   6589       1.6569088e+00       1.6765867e+00       2.1860715e-03
   6590       1.6590801e+00       1.6765841e+00       2.1857414e-03
   6591       1.6612359e+00       1.6765818e+00       2.1854111e-03
   6592       1.6633713e+00       1.6765798e+00       2.1850804e-03
   6593       1.6654813e+00       1.6765781e+00       2.1847497e-03
   6594       1.6675617e+00       1.6765767e+00       2.1844188e-03
   6595       1.6696078e+00       1.6765757e+00       2.1840878e-03
   6596       1.6716144e+00       1.6765749e+00       2.1837568e-03
   6597       1.6735771e+00       1.6765744e+00       2.1834258e-03
   6598       1.6754917e+00       1.6765743e+00       2.1830949e-03
   6599       1.6773545e+00       1.6765744e+00       2.1827641e-03
   6600       1.6791624e+00       1.6765748e+00       2.1824334e-03
   6601       1.6809119e+00       1.6765755e+00       2.1821029e-03
   6602       1.6826001e+00       1.6765764e+00       2.1817726e-03
   6603       1.6842247e+00       1.6765775e+00       2.1814424e-03
   6604       1.6857832e+00       1.6765789e+00       2.1811126e-03
   6605       1.6872734e+00       1.6765805e+00       2.1807830e-03
   6606       1.6886930e+00       1.6765824e+00       2.1804536e-03
   6607       1.6900400e+00       1.6765844e+00       2.1801245e-03
   6608       1.6913131e+00       1.6765866e+00       2.1797957e-03
   6609       1.6925112e+00       1.6765890e+00       2.1794673e-03
   6610       1.6936340e+00       1.6765916e+00       2.1791391e-03
   6611       1.6946806e+00       1.6765944e+00       2.1788112e-03
   6612       1.6956502e+00       1.6765972e+00       2.1784835e-03
   6613       1.6965430e+00       1.6766003e+00       2.1781562e-03
   6614       1.6973592e+00       1.6766034e+00       2.1778291e-03
   6615       1.6980991e+00       1.6766066e+00       2.1775023e-03
   6616       1.6987638e+00       1.6766100e+00       2.1771758e-03
   6617       1.6993544e+00       1.6766134e+00       2.1768495e-03
   6618       1.6998713e+00       1.6766169e+00       2.1765234e-03
   6619       1.7003156e+00       1.6766205e+00       2.1761975e-03
   6620       1.7006886e+00       1.6766242e+00       2.1758718e-03
   6621       1.7009918e+00       1.6766278e+00       2.1755463e-03
   6622       1.7012267e+00       1.6766316e+00       2.1752209e-03
   6623       1.7013956e+00       1.6766353e+00       2.1748957e-03
   6624       1.7015010e+00       1.6766390e+00       2.1745706e-03
   6625       1.7015443e+00       1.6766428e+00       2.1742456e-03
   6626       1.7015276e+00       1.6766466e+00       2.1739207e-03
   6627       1.7014532e+00       1.6766503e+00       2.1735959e-03
   6628       1.7013241e+00       1.6766540e+00       2.1732711e-03
   6629       1.7011426e+00       1.6766577e+00       2.1729464e-03
   6630       1.7009112e+00       1.6766614e+00       2.1726218e-03
   6631       1.7006325e+00       1.6766650e+00       2.1722971e-03
   6632       1.7003096e+00       1.6766686e+00       2.1719725e-03
   6633       1.6999465e+00       1.6766721e+00       2.1716479e-03
   6634       1.6995463e+00       1.6766755e+00       2.1713233e-03
   6635       1.6991111e+00       1.6766789e+00       2.1709987e-03
   6636       1.6986441e+00       1.6766822e+00       2.1706740e-03
   6637       1.6981483e+00       1.6766854e+00       2.1703494e-03
   6638       1.6976263e+00       1.6766886e+00       2.1700247e-03
   6639       1.6970812e+00       1.6766917e+00       2.1697000e-03
   6640       1.6965161e+00       1.6766947e+00       2.1693753e-03
   6641       1.6959346e+00       1.6766976e+00       2.1690506e-03
   6642       1.6953398e+00       1.6767004e+00       2.1687259e-03
   6643       1.6947345e+00       1.6767031e+00       2.1684011e-03
   6644       1.6941216e+00       1.6767057e+00       2.1680763e-03
   6645       1.6935042e+00       1.6767082e+00       2.1677515e-03
   6646       1.6928854e+00       1.6767107e+00       2.1674267e-03
   6647       1.6922680e+00       1.6767130e+00       2.1671019e-03
   6648       1.6916543e+00       1.6767152e+00       2.1667771e-03
   6649       1.6910475e+00       1.6767174e+00       2.1664523e-03
   6650       1.6904503e+00       1.6767195e+00       2.1661275e-03
   6651       1.6898656e+00       1.6767214e+00       2.1658027e-03
   6652       1.6892966e+00       1.6767233e+00       2.1654779e-03
   6653       1.6887457e+00       1.6767251e+00       2.1651532e-03
   6654       1.6882147e+00       1.6767269e+00       2.1648285e-03
   6655       1.6877062e+00       1.6767285e+00       2.1645038e-03
   6656       1.6872224e+00       1.6767301e+00       2.1641792e-03
   6657       1.6867659e+00       1.6767316e+00       2.1638546e-03
   6658       1.6863390e+00       1.6767330e+00       2.1635301e-03
   6659       1.6859438e+00       1.6767344e+00       2.1632056e-03
   6660       1.6855827e+00       1.6767358e+00       2.1628812e-03
   6661       1.6852579e+00       1.6767370e+00       2.1625569e-03
   6662       1.6849704e+00       1.6767383e+00       2.1622327e-03
   6663       1.6847218e+00       1.6767395e+00       2.1619085e-03
   6664       1.6845137e+00       1.6767406e+00       2.1615844e-03
   6665       1.6843473e+00       1.6767418e+00       2.1612604e-03
   6666       1.6842255e+00       1.6767429e+00       2.1609364e-03
   6667       1.6841493e+00       1.6767440e+00       2.1606126e-03
   6668       1.6841184e+00       1.6767451e+00       2.1602888e-03
   6669       1.6841336e+00       1.6767462e+00       2.1599652e-03
   6670       1.6841959e+00       1.6767473e+00       2.1596417e-03
   6671       1.6843066e+00       1.6767485e+00       2.1593182e-03
   6672       1.6844660e+00       1.6767496e+00       2.1589949e-03
   6673       1.6846749e+00       1.6767508e+00       2.1586717e-03
   6674       1.6849330e+00       1.6767520e+00       2.1583486e-03
   6675       1.6852405e+00       1.6767533e+00       2.1580256e-03
   6676       1.6855973e+00       1.6767546e+00       2.1577028e-03
   6677       1.6860031e+00       1.6767560e+00       2.1573800e-03
   6678       1.6864582e+00       1.6767575e+00       2.1570575e-03
   6679       1.6869625e+00       1.6767590e+00       2.1567351e-03
   6680       1.6875155e+00       1.6767606e+00       2.1564128e-03
   6681       1.6881161e+00       1.6767623e+00       2.1560907e-03
   6682       1.6887638e+00       1.6767641e+00       2.1557688e-03
   6683       1.6894580e+00       1.6767660e+00       2.1554470e-03
