            MU:         SIGMA:                <H>:              ERROR:
      0.7600000      0.5360000          -0.3792186           0.0014212
      0.7600000      0.5520000          -0.4026337           0.0010467
      0.7600000      0.5680000          -0.4205996           0.0010089
      0.7600000      0.5840000          -0.4317606           0.0006292
      0.7600000      0.6000000          -0.4373719           0.0006446
      0.7600000      0.6160000          -0.4380569           0.0005111
      0.7600000      0.6320000          -0.4374551           0.0004913
      0.7600000      0.6480000          -0.4343219           0.0008658
      0.7600000      0.6640000          -0.4261199           0.0010248
      0.7600000      0.6800000          -0.4206476           0.0009815
      0.7600000      0.6960000          -0.4098280           0.0011062
      0.7600000      0.7120000          -0.3961100           0.0018140
      0.7600000      0.7280000          -0.3802893           0.0016101
      0.7600000      0.7440000          -0.3662158           0.0013858
      0.7600000      0.7600000          -0.3501783           0.0022543
      0.7600000      0.7760000          -0.3357079           0.0021969
      0.7600000      0.7920000          -0.3114030           0.0030656
      0.7600000      0.8080000          -0.2981427           0.0025198
      0.7600000      0.8240000          -0.2731607           0.0015755
      0.7600000      0.8400000          -0.2546378           0.0042202
      0.7600000      0.8560000          -0.2261387           0.0043380
      0.7600000      0.8720000          -0.2024949           0.0024744
      0.7600000      0.8880000          -0.1816078           0.0043235
      0.7600000      0.9040000          -0.1494757           0.0019573
      0.7600000      0.9200000          -0.1307847           0.0048042
      0.7600000      0.9360000          -0.0892795           0.0050607
      0.7600000      0.9520000          -0.0605935           0.0048712
      0.7600000      0.9680000          -0.0257471           0.0059196
      0.7600000      0.9840000           0.0106293           0.0091284
      0.7600000      1.0000000           0.0424487           0.0058042
      0.7800000      0.2000000           5.1147593           0.0288847
      0.7800000      0.2160000           4.2359615           0.0313955
      0.7800000      0.2320000           3.5233573           0.0238257
      0.7800000      0.2480000           2.9348584           0.0147711
      0.7800000      0.2640000           2.4636424           0.0187423
      0.7800000      0.2800000           2.0732432           0.0122778
      0.7800000      0.2960000           1.7132844           0.0075049
      0.7800000      0.3120000           1.4216697           0.0088132
      0.7800000      0.3280000           1.1424232           0.0066615
      0.7800000      0.3440000           0.9171715           0.0055328
      0.7800000      0.3600000           0.7115382           0.0059639
      0.7800000      0.3760000           0.5231054           0.0073696
      0.7800000      0.3920000           0.3613588           0.0049140
      0.7800000      0.4080000           0.2067121           0.0040366
      0.7800000      0.4240000           0.0866394           0.0030740
      0.7800000      0.4400000          -0.0208521           0.0033616
      0.7800000      0.4560000          -0.1135612           0.0021916
      0.7800000      0.4720000          -0.1904421           0.0032123
      0.7800000      0.4880000          -0.2561790           0.0017174
      0.7800000      0.5040000          -0.3067140           0.0027213
      0.7800000      0.5200000          -0.3489791           0.0011977
      0.7800000      0.5360000          -0.3802651           0.0015445
      0.7800000      0.5520000          -0.4035797           0.0011027
      0.7800000      0.5680000          -0.4228379           0.0010532
      0.7800000      0.5840000          -0.4336808           0.0010012
      0.7800000      0.6000000          -0.4409466           0.0005586
      0.7800000      0.6160000          -0.4442456           0.0007524
      0.7800000      0.6320000          -0.4407065           0.0006568
      0.7800000      0.6480000          -0.4366538           0.0011843
      0.7800000      0.6640000          -0.4298332           0.0012916
      0.7800000      0.6800000          -0.4213949           0.0014692
      0.7800000      0.6960000          -0.4084890           0.0015284
      0.7800000      0.7120000          -0.3970245           0.0018620
      0.7800000      0.7280000          -0.3784359           0.0013582
      0.7800000      0.7440000          -0.3640492           0.0015936
      0.7800000      0.7600000          -0.3466565           0.0019698
      0.7800000      0.7760000          -0.3225573           0.0030150
      0.7800000      0.7920000          -0.3014565           0.0032991
      0.7800000      0.8080000          -0.2826882           0.0025540
      0.7800000      0.8240000          -0.2665038           0.0034218
      0.7800000      0.8400000          -0.2367995           0.0023343
      0.7800000      0.8560000          -0.2157449           0.0045123
      0.7800000      0.8720000          -0.1914008           0.0035695
      0.7800000      0.8880000          -0.1597090           0.0051553
      0.7800000      0.9040000          -0.1304000           0.0050983
      0.7800000      0.9200000          -0.0992577           0.0053542
      0.7800000      0.9360000          -0.0622229           0.0048973
      0.7800000      0.9520000          -0.0333231           0.0040025
      0.7800000      0.9680000           0.0014754           0.0046347
      0.7800000      0.9840000           0.0411617           0.0079916
      0.7800000      1.0000000           0.0717238           0.0056414
      0.8000000      0.2000000           5.0879574           0.0217685
      0.8000000      0.2160000           4.2237524           0.0192703
      0.8000000      0.2320000           3.5167499           0.0141600
      0.8000000      0.2480000           2.9391426           0.0202407
      0.8000000      0.2640000           2.4638245           0.0073815
      0.8000000      0.2800000           2.0414147           0.0144710
      0.8000000      0.2960000           1.6936347           0.0115650
      0.8000000      0.3120000           1.4069786           0.0074339
      0.8000000      0.3280000           1.1457558           0.0085211
      0.8000000      0.3440000           0.9156766           0.0070656
