#NUM_PART   XCOORD   YCOORD   ZCOORD     DIST
     669    -0.21     0.47     0.96     1.09
     670    -0.21     0.47     0.96     1.09
     671    -0.21     0.47     0.96     1.09
     672    -0.31    -0.42     0.38     0.65
     673    -0.24    -0.47    -0.57     0.78
     674    -1.14     0.12     0.09     1.15
     675    -1.75    -0.64    -1.03     2.13
     676    -1.56    -0.93    -1.80     2.56
     677    -0.57     0.00    -0.61     0.83
     678    -0.27    -0.53    -0.56     0.82
     679     0.10    -1.27     0.24     1.30
     680     0.46    -0.57    -0.89     1.15
     681    -0.45    -0.74    -0.47     0.98
     682    -0.45    -0.74    -0.47     0.98
     683    -0.45    -0.74    -0.47     0.98
     684    -0.30    -0.45    -1.29     1.40
     685     0.69    -1.15    -0.35     1.38
     686     0.69    -1.15    -0.35     1.38
     687     0.69    -1.15    -0.35     1.38
