COST_FUNCTION:      MEAN_COST_FUNCTION:
   78.1767596              308.0932274
   78.1767596              300.5551778
   78.1767596              308.6494646
   78.1564919              303.6068831
   77.7872992              310.9787011
   77.7872992              304.1328317
   78.8438305              312.4837558
   78.1564919              316.0121154
   77.8293809              315.3931056
   77.9358353              308.7395447
   77.8293809              317.1028054
   78.1767596              308.0673097
   78.0703052              304.2807801
   78.1564919              303.0672720
   78.1564919              307.0163777
   77.9672479              303.3675153
   77.9932910              303.5896075
   77.9672479              306.9026975
   78.1564919              310.1075826
   77.6440363              304.6732922
   77.4466303              311.3718985
   77.8310708              308.1361949
   78.0500375              302.6111507
   77.6440363              301.9529769
   78.1564919              312.1986734
   77.9228612              304.6326280
   78.0320757              311.8391310
   77.4466303              310.7036597
   77.9228612              302.0570832
   77.9244159              299.7632809
   77.5196200              304.1821588
   76.8781627              308.7604750
   76.8781627              312.4881108
   77.5196200              310.4976596
   77.4002095              303.7761383
   77.9228612              299.6320322
   77.5230140              312.0521924
   77.6440363              300.0450901
   77.4466303              310.4626886
   77.9228612              304.8307160
   76.8781627              304.0757503
   77.5196200              303.2558079
   76.8781627              306.7130662
   76.8521196              309.5866321
   73.8429879              322.4835234
   77.4002095              319.9531591
   77.5230140              300.9573052
   77.5196200              310.5131610
   73.8429879              312.7535753
   77.3762005              303.1905068
   76.8521196              315.8039965
   76.8781627              315.1782433
   77.4002095              302.9713359
   76.8781627              301.9306552
   76.1042909              303.9546761
   76.5215128              303.7839884
   76.1042909              307.5031520
   76.5215128              306.4946564
   77.3222140              303.3429623
   77.5196200              310.5266992
   76.0127495              306.8583303
   76.0127495              311.2001455
   76.8781627              309.5068327
   76.8781627              305.7455710
   76.0127495              308.1688554
   76.1042909              302.3400512
   76.0127495              299.8396148
   75.2468054              300.1277738
   76.5215128              318.3657043
   76.8781627              315.6075716
   76.1042909              306.2872669
   76.0127495              303.6859899
   75.2468054              297.6757804
   76.0127495              307.8962048
   76.8781627              313.4668081
   74.8058285              308.1722135
   76.0018257              307.8631936
   76.0018257              310.8284629
   76.1042909              296.7935283
   76.3575257              314.3542653
   76.0127495              298.5342561
   74.8058285              309.8822289
   76.0127495              314.1487667
   76.0127495              305.2794046
   74.8058285              303.6134938
   76.0018257              301.6482119
   74.8058285              312.3478150
   76.0018257              298.3779849
   76.0018257              304.3237022
   76.1042909              305.3754870
   76.0127495              302.1779741
   76.0127495              307.1170874
   74.8058285              314.7745179
   76.0127495              305.4569465
   76.0018257              304.3041415
   74.5507400              297.1411908
   76.0018257              308.4603858
   74.8058285              304.9946214
   76.0018257              306.5146167
   76.0018257              304.8175514
   74.8058285              303.4928978
   76.0018257              306.5283843
   74.8058285              303.2042639
   74.8058285              297.3176976
   72.5439908              301.6305905
   72.5439908              297.8309375
   74.5507400              306.8466345
   74.8058285              296.5683532
   74.4170549              298.7839184
   76.0018257              305.5508916
   76.0018257              303.1419337
   74.8058285              302.5068460
   74.5507400              305.8258278
   74.8058285              295.2820640
   74.8058285              306.3043229
   74.8058285              303.3551439
   74.4170549              302.4767735
   74.5507400              312.4458738
   74.8058285              303.5739274
   74.5507400              307.3902296
   74.8058285              308.5103446
   74.8058285              297.9354404
   74.5507400              304.5841678
   74.5507400              304.6327372
   74.5507400              303.6636511
   74.5507400              301.3444783
   74.8058285              302.7770603
   74.5507400              301.5885775
   74.5507400              297.2848812
   74.0679750              301.3969724
   74.5507400              302.7829400
   74.4900179              302.8890014
   74.5507400              304.9763897
   74.5507400              311.5583375
   74.0679750              301.3556380
   74.4803102              300.2353704
   74.5507400              304.7066004
   74.5507400              291.1984056
   74.4803102              304.2583653
   74.5507400              313.5966411
   74.4170549              299.2761984
   74.4900179              314.2145921
   74.4900179              307.0149055
   73.6932546              302.8855615
   74.5507400              312.2549701
   73.6932546              311.6098123
   74.4195881              309.6728139
   74.4170549              301.6548340
   74.5507400              304.9821567
   73.9295057              306.5638040
   73.9295057              300.8113380
   74.4195881              310.1893928
   74.4900179              289.6453241
   74.4195881              295.2512586
